
10.0,1.4035778,-10.0
10.0,1.7157984,-10.0
10.0,2.0360088,-10.0
10.0,2.3632298,-10.0
10.0,2.6964598,-10.0
10.0,3.0346832,-10.0
10.0,3.3769817,-10.0
10.0,3.7225428,-10.0
10.0,4.0707064,-10.0
10.0,4.420906,-10.0
10.0,4.7726765,-10.0
10.0,5.1256666,-10.0
10.0,5.4796,-10.0
10.0,5.8342733,-10.0
10.0,6.1895466,-10.0
10.0,6.5453186,-10.0
10.0,6.9015894,-10.0
10.0,7.2583656,-10.0
10.0,7.6157227,-10.0
10.0,7.973793,-10.0
10.0,8.332714,-10.0
10.0,8.692699,-10.0
10.0,9.053961,-10.0
10.0,9.416714,-10.0
10.0,9.781275,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
10.0,10.0,-10.0
